出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/01/03","113","3","2454","聯發科","327087799.00","349440501.00","676528300.00","228948081.00","24122135.00","253070216.00","16016943.00","--","31734013.00","322270410.00","45186499.00","-55970.00","415151895.00","--","--","8306189.00","423458084.00","--","0.00","7794085.00","260.46"
"114/01/03","113","3","2455","全新","2101304.00","2360946.00","4462250.00","754844.00","506664.00","1261508.00","1849059.00","--","16736.00","1373087.00","-38140.00","--","--","--","--","--","3200742.00","0.00","0.00","0.00","17.31"
"114/01/03","113","3","2457","飛宏","10219177.00","5225204.00","15444381.00","4475910.00","1089976.00","5565886.00","4312084.00","--","4579383.00","1103143.00","-116115.00","--","9878495.00","--","--","0.00","9878495.00","--","0.00","0.00","22.91"
"114/01/03","113","3","2458","義隆","9360245.00","6050520.00","15410765.00","4558751.00","1434236.00","5992987.00","3038804.00","--","1088521.00","5843058.00","20457.00","-848995.00","9141845.00","0.00","--","275933.00","9417778.00","--","0.00","17656599.00","31.94"
"114/01/03","113","3","2459","敦吉","6887297.00","2745198.00","9632495.00","3207158.00","522445.00","3729603.00","1055956.00","--","181895.00","4066927.00","209062.00","--","5513840.00","--","--","389052.00","5902892.00","--","0.00","0.00","52.22"
"114/01/03","113","3","2460","建通","3486375.00","2186226.00","5672601.00","2892468.00","694030.00","3586498.00","1692000.00","--","271315.00","202548.00","-36701.00","-43059.00","2086103.00","--","--","--","2086103.00","--","0.00","3301000.00","12.57"
"114/01/03","113","3","2461","光群雷","3978584.00","3352454.00","7331038.00","1799325.00","1443236.00","3242561.00","1722334.00","--","768909.00","1010948.00","-197665.00","0.00","3304526.00","--","--","783951.00","4088477.00","--","0.00","0.00","19.19"
"114/01/03","113","3","2462","良得電","3375620.00","2611577.00","5987197.00","2183586.00","679734.00","2863320.00","1501440.00","--","374129.00","1396628.00","-167935.00","0.00","3104262.00","--","--","19615.00","3123877.00","0.00","0.00","0.00","20.68"
"114/01/03","113","3","2464","盟立","8347043.00","3928344.00","12275387.00","6209418.00","1512660.00","7722078.00","1955312.00","--","511758.00","2020029.00","-13907.00","--","4473192.00","--","--","80117.00","4553309.00","--","0.00","0.00","22.88"
"114/01/03","113","3","2465","麗臺","3188885.00","390166.00","3579051.00","2675802.00","185527.00","2861329.00","839460.00","--","187192.00","-311092.00","2144.00","--","717704.00","--","--","18.00","717722.00","0.00","0.00","0.00","8.55"
"114/01/03","113","3","2466","冠西電","1176533.00","3064127.00","4240660.00","1720310.00","651778.00","2372088.00","1714587.00","--","143838.00","65478.00","-55331.00","--","1868572.00","--","--","--","1868572.00","0.00","0.00","0.00","10.90"
"114/01/03","113","3","2467","志聖","5982091.00","4529114.00","10511205.00","3830480.00","1439302.00","5269782.00","1567553.00","--","387935.00","1436789.00","1842689.00","-363343.00","4871623.00","--","--","369800.00","5241423.00","0.00","0.00","6394200.00","32.40"
"114/01/03","113","3","2468","華經","1483137.00","480581.00","1963718.00","734400.00","8080.00","742480.00","699612.00","--","62361.00","459759.00","-494.00","--","1221238.00","--","--","--","1221238.00","--","0.00","0.00","17.46"
"114/01/03","113","3","2471","資通","1153355.00","193232.00","1346587.00","405966.00","94536.00","500502.00","472539.00","--","157057.00","214817.00","-1955.00","--","842458.00","--","--","3627.00","846085.00","0.00","0.00","0.00","17.83"
"114/01/03","113","3","2472","立隆電","9561502.00","6471401.00","16032903.00","3694356.00","401959.00","4096315.00","1647351.00","--","2052011.00","4115343.00","-27122.00","0.00","7787583.00","--","--","4149005.00","11936588.00","0.00","0.00","0.00","47.27"
"114/01/03","113","3","2474","可成","132771447.00","113049976.00","245821423.00","70908103.00","5547218.00","76455321.00","6803641.00","--","17878340.00","141988678.00","2695443.00","0.00","169366102.00","--","--","0.00","169366102.00","--","0.00","0.00","248.93"
"114/01/03","113","3","2476","鉅祥","8395644.00","3728220.00","12123864.00","1980374.00","1510435.00","3490809.00","2097755.00","--","1413921.00","4267555.00","175452.00","--","7954683.00","--","--","678372.00","8633055.00","0.00","2483395.00","0.00","37.92"
"114/01/03","113","3","2477","美隆電","5419474.00","2844453.00","8263927.00","2136733.00","1547962.00","3684695.00","1585732.00","--","6284.00","2511306.00","124252.00","--","4227574.00","--","--","351658.00","4579232.00","--","0.00","0.00","26.66"
"114/01/03","113","3","2478","大毅","5189019.00","4292479.00","9481498.00","2059890.00","564557.00","2624447.00","1447313.00","--","1525472.00","4058839.00","-289794.00","0.00","6741830.00","--","--","115221.00","6857051.00","--","0.00","0.00","46.58"
"114/01/03","113","3","2480","敦陽科","5688609.00","1054957.00","6743566.00","3467503.00","82908.00","3550411.00","1063603.00","--","166514.00","1913214.00","49824.00","0.00","3193155.00","--","--","0.00","3193155.00","0.00","0.00","0.00","30.02"
"114/01/03","113","3","2481","強茂","14163772.00","14507229.00","28671001.00","7399531.00","6088052.00","13487583.00","3821149.00","--","6030606.00","4282495.00","-291325.00","0.00","13842925.00","--","--","1340493.00","15183418.00","--","0.00","0.00","36.23"
"114/01/03","113","3","2482","連宇","1153495.00","414510.00","1568005.00","235877.00","38144.00","274021.00","778827.00","--","146565.00","305833.00","62756.00","--","1293981.00","--","--","3.00","1293984.00","--","0.00","0.00","16.61"
"114/01/03","113","3","2483","百容","1435642.00","2755742.00","4191384.00","993682.00","611058.00","1604740.00","1090938.00","--","227139.00","1118498.00","137891.00","0.00","2574466.00","--","--","12178.00","2586644.00","--","0.00","0.00","23.60"
"114/01/03","113","3","2484","希華","2253349.00","2266218.00","4519567.00","600889.00","193999.00","794888.00","1594210.00","--","722762.00","1345616.00","55826.00","--","3718414.00","--","--","6265.00","3724679.00","--","0.00","0.00","23.32"
"114/01/03","113","3","2485","兆赫","4387465.00","3017177.00","7404642.00","1473554.00","75683.00","1549237.00","3176890.00","--","549692.00","2028008.00","-99359.00","--","5655231.00","--","--","200174.00","5855405.00","0.00","0.00","0.00","17.80"
"114/01/03","113","3","2486","一詮","5420811.00","3063188.00","8483999.00","1787548.00","1322586.00","3110134.00","2339586.00","--","2757404.00","224474.00","-128824.00","0.00","5192640.00","--","--","181225.00","5373865.00","0.00","0.00","0.00","22.19"
"114/01/03","113","3","2488","漢平","2834609.00","1150112.00","3984721.00","1071174.00","323104.00","1394278.00","799994.00","--","34001.00","1786985.00","-30537.00","--","2590443.00","--","--","--","2590443.00","0.00","0.00","0.00","32.38"
"114/01/03","113","3","2489","瑞軒","17807590.00","5036345.00","22843935.00","8874684.00","288163.00","9162847.00","6800000.00","--","2261663.00","4437784.00","21405.00","--","13520852.00","--","--","160236.00","13681088.00","0.00","0.00","0.00","19.88"
"114/01/03","113","3","2491","吉祥全","1141523.00","255958.00","1397481.00","158873.00","36103.00","194976.00","820080.00","--","82271.00","-127596.00","16290.00","--","791045.00","--","--","411460.00","1202505.00","0.00","0.00","0.00","9.65"
"114/01/03","113","3","2492","華新科","31284576.00","69866292.00","101150868.00","27779432.00","14678734.00","42458166.00","4858048.00","--","3163747.00","36423768.00","4837651.00","-236380.00","49046834.00","--","--","9645868.00","58692702.00","--","0.00","1000000.00","101.17"
"114/01/03","113","3","2493","揚博","3128953.00","1131857.00","4260810.00","1113116.00","179570.00","1292686.00","1144373.00","--","322023.00","1415070.00","86658.00","--","2968124.00","--","--","--","2968124.00","0.00","0.00","0.00","25.94"
"114/01/03","113","3","2495","普安","5983799.00","764623.00","6748422.00","2193494.00","65205.00","2258699.00","2735515.00","--","88863.00","1650074.00","15271.00","--","4489723.00","--","--","0.00","4489723.00","0.00","0.00","0.00","16.41"
"114/01/03","113","3","2496","卓越","370505.00","958907.00","1329412.00","412571.00","56188.00","468759.00","191004.00","--","293962.00","383053.00","-2517.00","-12406.00","853096.00","--","--","7557.00","860653.00","--","0.00","178000.00","45.08"
"114/01/03","113","3","2497","怡利電","3198551.00","1614006.00","4812557.00","2089077.00","311667.00","2400744.00","1227985.00","--","449022.00","692763.00","42043.00","--","2411813.00","--","--","--","2411813.00","--","0.00","0.00","19.64"
"114/01/03","113","3","2498","宏達電","28038091.00","19103339.00","47141430.00","13139563.00","12050656.00","25190219.00","8325880.00","--","16253573.00","-307631.00","-2320611.00","--","21951211.00","--","--","--","21951211.00","--","0.00","0.00","26.37"
"114/01/03","113","3","2501","國建","65364526.00","25204584.00","90569110.00","43575044.00","17286812.00","60861856.00","11595611.00","--","147489.00","13971464.00","1780114.00","--","27494678.00","--","--","2212576.00","29707254.00","--","0.00","0.00","23.71"
"114/01/03","113","3","2504","國產","12204695.00","29661437.00","41866132.00","7285254.00","7469056.00","14754310.00","11800000.00","--","1210086.00","12808843.00","154934.00","-4789.00","25969074.00","--","--","1142748.00","27111822.00","--","0.00","3116108.00","22.07"
"114/01/03","113","3","2505","國揚","18893282.00","2775748.00","21669030.00","11352569.00","11696.00","11364265.00","3800000.00","--","627832.00","5581012.00","175019.00","--","10183863.00","--","--","120902.00","10304765.00","0.00","0.00","0.00","26.80"
"114/01/03","113","3","2506","太設","8784094.00","5841475.00","14625569.00","3746538.00","957228.00","4703766.00","3870000.00","--","399720.00","3132719.00","798804.00","-193207.00","8008036.00","--","--","1913767.00","9921803.00","--","0.00","25443994.00","22.15"
"114/01/03","113","3","2509","全坤建","8550658.00","2739767.00","11290425.00","5536586.00","1178307.00","6714893.00","2245505.00","--","537537.00","1400211.00","13206.00","--","4196459.00","--","--","379073.00","4575532.00","0.00","0.00","0.00","18.69"
"114/01/03","113","3","2511","太子","20184990.00","24599167.00","44784157.00","4017536.00","15224818.00","19242354.00","16233261.00","--","2260513.00","5394023.00","1425240.00","-1003.00","25312034.00","--","--","229769.00","25541803.00","0.00","0.00","655424.00","15.60"
"114/01/03","113","3","2514","龍邦","15922825.00","23275870.00","39198695.00","12530612.00","6500858.00","19031470.00","3947293.00","--","201106.00","8557021.00","-188921.00","-614333.00","11902166.00","--","--","8265059.00","20167225.00","--","0.00","36608592.00","33.24"
"114/01/03","113","3","2515","中工","53501404.00","8876331.00","62377735.00","24632693.00","14596647.00","39229340.00","15308998.00","--","96521.00","7452268.00","-518518.00","--","22339269.00","--","--","809126.00","23148395.00","--","0.00","0.00","14.59"
"114/01/03","113","3","2516","新建","5085161.00","1640033.00","6725194.00","4924133.00","118727.00","5042860.00","2262785.00","--","13156.00","-666719.00","73112.00","0.00","1682334.00","--","--","--","1682334.00","--","0.00","0.00","7.43"
"114/01/03","113","3","2520","冠德","46205287.00","10903790.00","57109077.00","24387678.00","5843144.00","30230822.00","5541701.00","--","1493812.00","16573355.00","-28690.00","-98702.00","23481476.00","--","--","3396779.00","26878255.00","0.00","0.00","12690784.00","43.37"
"114/01/03","113","3","2524","京城","38127320.00","886436.00","39013756.00","10861808.00","9483713.00","20345521.00","3694196.00","--","8082.00","14965957.00","0.00","0.00","18668235.00","--","--","--","18668235.00","0.00","0.00","0.00","50.53"
"114/01/03","113","3","2527","宏璟","18554590.00","11886797.00","30441387.00","14359905.00","3616756.00","17976661.00","2703060.00","--","371540.00","3662837.00","5791691.00","-455812.00","12073316.00","--","--","391410.00","12464726.00","--","0.00","8547695.00","46.12"
"114/01/03","113","3","2528","皇普","28442446.00","264704.00","28707150.00","22138216.00","1158620.00","23296836.00","4133586.00","--","1472687.00","-195959.00","--","--","--","--","--","--","5410314.00","--","0.00","0.00","13.24"
"114/01/03","113","3","2530","華建","27774249.00","160364.00","27934613.00","13991493.00","3122680.00","17114173.00","8399880.00","--","1257618.00","934367.00","220.00","--","10592085.00","--","--","228355.00","10820440.00","--","0.00","0.00","12.61"
"114/01/03","113","3","2534","宏盛","18458533.00","14764943.00","33223476.00","12834674.00","6138955.00","18973629.00","4742280.00","--","2340939.00","7184168.00","28282.00","-45822.00","14249847.00","--","--","--","14249847.00","--","0.00","1227150.00","30.13"
"114/01/03","113","3","2535","達欣工","23984956.00","1816949.00","25801905.00","10938443.00","5260663.00","16199106.00","2707940.00","--","2374405.00","4256849.00","163001.00","-124076.00","9378119.00","--","--","224680.00","9602799.00","--","0.00","10902228.00","36.08"
"114/01/03","113","3","2536","宏普","40238695.00","2990805.00","43229500.00","26933489.00","4067788.00","31001277.00","3328087.00","--","2042348.00","6222897.00","0.00","--","11593332.00","--","--","634891.00","12228223.00","--","0.00","0.00","34.83"
"114/01/03","113","3","2537","聯上發","16026751.00","922651.00","16949402.00","10684091.00","2012726.00","12696817.00","3005579.00","--","564732.00","682274.00","0.00","--","--","--","--","--","4252585.00","--","0.00","0.00","14.15"
"114/01/03","113","3","2538","基泰","17218264.00","1194097.00","18412361.00","12559415.00","39906.00","12599321.00","4450255.00","--","58479.00","1422628.00","-118322.00","--","5813040.00","--","--","0.00","5813040.00","0.00","0.00","0.00","13.26"
"114/01/03","113","3","2539","櫻花建","31370881.00","98942.00","31469823.00","15910008.00","3778642.00","19688650.00","9942521.00","--","95086.00","1743566.00","0.00","--","11781173.00","--","--","0.00","11781173.00","--","0.00","0.00","11.85"
"114/01/03","113","3","2540","愛山林","41641807.00","4171709.00","45813516.00","31394590.00","2463048.00","33857638.00","6249101.00","--","2956701.00","2750076.00","0.00","--","11955878.00","--","--","0.00","11955878.00","--","0.00","0.00","19.13"
"114/01/03","113","3","2542","興富發","218824897.00","22862550.00","241687447.00","156455633.00","24194618.00","180650251.00","20705557.00","0.00","9267169.00","20125297.00","0.00","-966562.00","49131461.00","0.00","--","11905735.00","61037196.00","--","0.00","59186509.00","26.92"
"114/01/03","113","3","2543","皇昌","8574972.00","7785550.00","16360522.00","8449300.00","1394546.00","9843846.00","4200290.00","--","1481041.00","524239.00","0.00","--","6205570.00","--","--","311106.00","6516676.00","--","0.00","0.00","18.76"
"114/01/03","113","3","2545","皇翔","34895109.00","18764586.00","53659695.00","23474798.00","16973535.00","40448333.00","3277348.00","--","17130.00","9916884.00","--","--","13211362.00","--","--","--","13211362.00","--","0.00","0.00","40.31"
"114/01/03","113","3","2546","根基","11429713.00","875518.00","12305231.00","7195956.00","187865.00","7383821.00","1231360.00","--","518809.00","2815877.00","355134.00","--","4921180.00","--","--","230.00","4921410.00","--","0.00","0.00","39.97"
"114/01/03","113","3","2547","日勝生","15533100.00","44860799.00","60393899.00","17607268.00","30764431.00","48371699.00","9550946.00","--","964857.00","454118.00","-3475.00","--","10966446.00","--","--","1055754.00","12022200.00","--","0.00","0.00","11.48"
"114/01/03","113","3","2548","華固","49690933.00","2677263.00","52368196.00","28837772.00","3269203.00","32106975.00","3044940.00","--","81896.00","17087840.00","36373.00","-850.00","20250199.00","--","--","11022.00","20261221.00","0.00","0.00","191789.00","66.55"
"114/01/03","113","3","2597","潤弘","10850569.00","11236899.00","22087468.00","8814092.00","3194251.00","12008343.00","2589300.00","--","846192.00","2679242.00","2022515.00","--","8137249.00","--","--","1941876.00","10079125.00","0.00","0.00","0.00","31.43"
"114/01/03","113","3","2601","益航","4305947.00","30827487.00","35133434.00","9079629.00","14956284.00","24035913.00","8247761.00","--","836382.00","-123006.00","-27228.00","0.00","8933909.00","--","--","2163612.00","11097521.00","--","0.00","0.00","10.83"
"114/01/03","113","3","2603","長榮","300725483.00","560689380.00","861414863.00","137888578.00","159557985.00","297446563.00","21561820.00","--","19653321.00","473381313.00","23688703.00","--","538285157.00","--","--","25683143.00","563968300.00","0.00","0.00","0.00","249.86"
"114/01/03","113","3","2605","新興","6565168.00","14738573.00","21303741.00","3751888.00","239845.00","3991733.00","5853533.00","--","165576.00","11631716.00","-338817.00","--","17312008.00","--","--","0.00","17312008.00","0.00","0.00","0.00","29.58"
"114/01/03","113","3","2606","裕民","28330761.00","57157871.00","85488632.00","17412485.00","29396976.00","46809461.00","8450557.00","--","119268.00","24521648.00","5476686.00","--","38568159.00","--","--","111012.00","38679171.00","--","0.00","0.00","45.64"
"114/01/03","113","3","2607","榮運","18839996.00","27617043.00","46457039.00","4267398.00","7885110.00","12152508.00","10671411.00","--","4299859.00","14225192.00","4777013.00","--","33973475.00","--","--","331056.00","34304531.00","0.00","0.00","0.00","31.84"
"114/01/03","113","3","2608","嘉里大榮","3451021.00","20832752.00","24283773.00","3295024.00","8347999.00","11643023.00","4670005.00","--","2308.00","7272616.00","69690.00","--","12014619.00","--","--","626131.00","12640750.00","--","0.00","0.00","25.73"
"114/01/03","113","3","2609","陽明","256407453.00","176128445.00","432535898.00","50638372.00","57026629.00","107665001.00","34921043.00","--","27975030.00","259644273.00","1554818.00","--","324095164.00","--","--","775733.00","324870897.00","--","0.00","0.00","92.81"
"114/01/03","113","3","2610","華航","84785825.00","226212477.00","310998302.00","82643175.00","141846641.00","224489816.00","60518379.00","--","5317596.00","17108654.00","-653395.00","-30875.00","82260359.00","--","--","4248127.00","86508486.00","--","0.00","2074628.00","13.60"
"114/01/03","113","3","2611","志信","2873440.00","1620643.00","4494083.00","436173.00","807421.00","1243594.00","1890023.00","--","27764.00","890396.00","214593.00","--","3022776.00","--","--","227713.00","3250489.00","--","0.00","0.00","15.99"
"114/01/03","113","3","2612","中航","5550921.00","21262263.00","26813184.00","7041218.00","7058482.00","14099700.00","1974846.00","--","53411.00","9886232.00","735862.00","0.00","12650351.00","0.00","--","63133.00","12713484.00","0.00","0.00","0.00","64.06"
"114/01/03","113","3","2613","中櫃","1518295.00","8488110.00","10006405.00","1353651.00","5394091.00","6747742.00","1484235.00","--","139012.00","2069060.00","30743.00","-476647.00","3246403.00","--","--","12260.00","3258663.00","0.00","0.00","11146894.00","23.65"
"114/01/03","113","3","2614","東森","4045199.00","14610521.00","18655720.00","4283407.00","9477939.00","13761346.00","3002431.00","--","5538.00","578784.00","-65978.00","--","3520775.00","--","--","1373599.00","4894374.00","0.00","0.00","0.00","11.73"
"114/01/03","113","3","2615","萬海","162299581.00","227410184.00","389709765.00","47876195.00","99987611.00","147863806.00","28061464.00","0.00","1271775.00","197038789.00","15058866.00","0.00","241430894.00","0.00","--","415065.00","241845959.00","0.00","0.00","0.00","86.04"
"114/01/03","113","3","2616","山隆","2440884.00","6921652.00","9362536.00","2346549.00","2478962.00","4825511.00","1372818.00","--","589490.00","1447234.00","939578.00","-31863.00","4317257.00","--","--","219768.00","4537025.00","0.00","0.00","1353454.00","31.76"
