出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/01/03","113","3","1101","台泥","171245549.00","415241990.00","586487539.00","85893664.00","197210153.00","283103817.00","77511817.00","--","74019661.00","69687120.00","26423806.00","-732459.00","246909945.00","--","--","56473777.00","303383722.00","--","0.00","20000000.00","31.94"
"114/01/03","113","3","1102","亞泥","113444327.00","215347270.00","328791597.00","77548186.00","50505442.00","128053628.00","35465629.00","--","8249087.00","120421718.00","13615934.00","--","177752368.00","--","--","22985601.00","200737969.00","--","0.00","0.00","50.12"
"114/01/03","113","3","1103","嘉泥","10246779.00","25756701.00","36003480.00","2454258.00","11091088.00","13545346.00","7902474.00","--","1375977.00","10382067.00","3107286.00","-1055710.00","21712094.00","--","--","746040.00","22458134.00","--","0.00","129917726.00","32.88"
"114/01/03","113","3","1104","環泥","6680330.00","22394290.00","29074620.00","3625437.00","1387663.00","5013100.00","6866818.00","--","122793.00","13964890.00","2332070.00","--","23286571.00","--","--","774949.00","24061520.00","--","0.00","0.00","33.91"
"114/01/03","113","3","1108","幸福","5810858.00","4289657.00","10100515.00","4034244.00","1026119.00","5060363.00","4047380.00","--","18.00","1003173.00","-10486.00","--","5040085.00","--","--","67.00","5040152.00","--","0.00","0.00","12.45"
"114/01/03","113","3","1109","信大","6227525.00","4889036.00","11116561.00","857321.00","157845.00","1015166.00","3411589.00","--","15724.00","4844854.00","-55232.00","--","8216935.00","--","--","1884460.00","10101395.00","0.00","0.00","0.00","24.09"
"114/01/03","113","3","1110","東泥","2810611.00","9742249.00","12552860.00","1905948.00","1160678.00","3066626.00","5720008.00","--","188898.00","2477043.00","971715.00","-12185.00","9345479.00","--","--","140755.00","9486234.00","--","0.00","2112865.00","16.40"
"114/01/03","113","3","1201","味全","6862541.00","11146520.00","18009061.00","7070007.00","3288153.00","10358160.00","5060629.00","--","36115.00","2701934.00","-155503.00","--","7643175.00","--","--","7726.00","7650901.00","0.00","0.00","0.00","15.10"
"114/01/03","113","3","1203","味王","4671234.00","5661290.00","10332524.00","2066531.00","1349083.00","3415614.00","2400000.00","--","49397.00","3356560.00","215425.00","-38464.00","5982918.00","--","--","933992.00","6916910.00","0.00","0.00","2293865.00","25.17"
"114/01/03","113","3","1210","大成","29541586.00","38224342.00","67765928.00","31058028.00","3691890.00","34749918.00","8947673.00","--","4147136.00","10687023.00","1603378.00","-734822.00","24650388.00","--","--","8365622.00","33016010.00","--","0.00","49059471.00","29.15"
"114/01/03","113","3","1213","大飲","566806.00","388731.00","955537.00","735181.00","35709.00","770890.00","566226.00","--","21938.00","-403354.00","-163.00","--","184647.00","--","--","--","184647.00","0.00","0.00","0.00","3.26"
"114/01/03","113","3","1215","卜蜂","8557414.00","21269983.00","29827397.00","9732339.00","9427761.00","19160100.00","2947901.00","--","12271.00","5769852.00","1489142.00","--","10219166.00","--","--","448131.00","10667297.00","0.00","0.00","0.00","34.67"
"114/01/03","113","3","1216","統一","239446752.00","465471888.00","704918640.00","253714575.00","249675841.00","503390416.00","56820154.00","--","2795631.00","71724103.00","-1488772.00","--","129851116.00","--","--","71677108.00","201528224.00","0.00","0.00","0.00","22.85"
"114/01/03","113","3","1217","愛之味","3161260.00","12093601.00","15254861.00","3474519.00","3463421.00","6937940.00","4945134.00","--","268144.00","1358761.00","957679.00","--","7529718.00","--","--","787203.00","8316921.00","0.00","0.00","0.00","15.23"
"114/01/03","113","3","1218","泰山","6284323.00","8407022.00","14691345.00","1538514.00","437481.00","1975995.00","4999990.00","--","1014497.00","6986170.00","-86714.00","-203876.00","12710067.00","--","--","5283.00","12715350.00","--","0.00","13680042.00","26.14"
"114/01/03","113","3","1219","福壽","5362817.00","4512790.00","9875607.00","3364302.00","1938824.00","5303126.00","3416024.00","--","15030.00","1073722.00","-2147.00","-6735.00","4495894.00","--","--","76587.00","4572481.00","--","0.00","364000.00","13.18"
"114/01/03","113","3","1220","台榮","1972890.00","1335653.00","3308543.00","481667.00","185531.00","667198.00","1770779.00","--","24115.00","651590.00","0.00","-10881.00","2435603.00","--","--","205742.00","2641345.00","--","0.00","679000.00","13.81"
"114/01/03","113","3","1225","福懋油","4943050.00","3747680.00","8690730.00","3576070.00","1214694.00","4790764.00","2296382.00","--","123659.00","1149948.00","-97248.00","--","3472741.00","--","--","427225.00","3899966.00","--","0.00","0.00","15.12"
"114/01/03","113","3","1227","佳格","18890640.00","7929047.00","26819687.00","8268389.00","476381.00","8744770.00","9150897.00","--","173922.00","8597489.00","-129255.00","-21182.00","17771871.00","--","--","303046.00","18074917.00","0.00","0.00","6669471.00","19.56"
"114/01/03","113","3","1229","聯華","16595626.00","70372757.00","86968383.00","14851590.00","4044582.00","18896172.00","17104388.00","--","1153359.00","15190530.00","14536624.00","-136868.00","47848033.00","--","--","20224178.00","68072211.00","0.00","0.00","6894000.00","28.09"
"114/01/03","113","3","1231","聯華食","5477654.00","8422596.00","13900250.00","4019829.00","3747195.00","7767024.00","2713222.00","--","93840.00","3289076.00","18295.00","--","6114433.00","--","--","18793.00","6133226.00","--","0.00","0.00","22.54"
"114/01/03","113","3","1232","大統益","6373934.00","2545280.00","8919214.00","2181152.00","1266504.00","3447656.00","1599749.00","--","23784.00","3681708.00","4970.00","--","5310211.00","--","--","161347.00","5471558.00","0.00","0.00","0.00","33.19"
"114/01/03","113","3","1233","天仁","690630.00","1560533.00","2251163.00","562991.00","273606.00","836597.00","905919.00","--","18184.00","475313.00","13007.00","-1974.00","1410449.00","--","--","4117.00","1414566.00","0.00","0.00","43000.00","15.58"
"114/01/03","113","3","1234","黑松","8700388.00","15103326.00","23803714.00","2748404.00","2372599.00","5121003.00","4018711.00","--","187082.00","14354982.00","121936.00","0.00","18682711.00","--","--","0.00","18682711.00","--","0.00","0.00","46.49"
"114/01/03","113","3","1235","興泰","1546138.00","4730638.00","6276776.00","2332258.00","424670.00","2756928.00","1571480.00","--","321786.00","1095464.00","832936.00","-853562.00","2968104.00","--","--","551744.00","3519848.00","--","0.00","119079643.00","77.97"
"114/01/03","113","3","1236","宏亞","670784.00","3249272.00","3920056.00","553820.00","774791.00","1328611.00","866740.00","--","34205.00","1134768.00","555732.00","--","2591445.00","--","--","--","2591445.00","--","0.00","0.00","29.90"
"114/01/03","113","3","1256","鮮活果汁-KY","2038080.00","2465313.00","4503393.00","978660.00","75141.00","1053801.00","338422.00","--","1145562.00","1950623.00","14985.00","--","3449592.00","--","--","0.00","3449592.00","--","0.00","0.00","101.93"
"114/01/03","113","3","1301","台塑","142709436.00","378967198.00","521676634.00","119736244.00","87012032.00","206748276.00","63657408.00","0.00","11837260.00","202959009.00","36474681.00","0.00","314928358.00","0.00","--","0.00","314928358.00","--","0.00","0.00","49.47"
"114/01/03","113","3","1303","南亞","195751912.00","435919325.00","631671237.00","141063311.00","118020202.00","259083513.00","79308216.00","--","27736382.00","228337917.00","21287821.00","--","356670336.00","--","--","15917388.00","372587724.00","0.00","0.00","0.00","44.97"
"114/01/03","113","3","1304","台聚","28342732.00","43718141.00","72060873.00","14422184.00","13142400.00","27564584.00","11887635.00","--","490010.00","9806641.00","161920.00","-475606.00","21870600.00","--","--","22625689.00","44496289.00","--","0.00","116465574.00","20.40"
"114/01/03","113","3","1305","華夏","6727368.00","11265376.00","17992744.00","5070518.00","3301688.00","8372206.00","5810505.00","--","17728.00","3160696.00","46844.00","--","9035773.00","--","--","584765.00","9620538.00","--","0.00","0.00","15.55"
"114/01/03","113","3","1307","三芳","9352896.00","7573954.00","16926850.00","4135377.00","3101092.00","7236469.00","3978181.00","--","149299.00","5420446.00","142455.00","--","9690381.00","--","--","--","9690381.00","--","0.00","0.00","24.36"
"114/01/03","113","3","1308","亞聚","3032046.00","11151250.00","14183296.00","1265999.00","486361.00","1752360.00","5937438.00","--","37538.00","5954269.00","501691.00","--","12430936.00","--","--","--","12430936.00","--","0.00","0.00","20.94"
"114/01/03","113","3","1309","台達化","6498871.00","3354622.00","9853493.00","3166899.00","353365.00","3520264.00","3975868.00","--","3196.00","2196631.00","157534.00","--","6333229.00","--","--","--","6333229.00","0.00","0.00","0.00","15.93"
"114/01/03","113","3","1310","台苯","2402160.00","6938920.00","9341080.00","2047582.00","267819.00","2315401.00","5278698.00","--","128593.00","666979.00","825924.00","--","6900194.00","--","--","125485.00","7025679.00","--","0.00","0.00","13.07"
"114/01/03","113","3","1312","國喬","13712171.00","49785841.00","63498012.00","7415312.00","18879048.00","26294360.00","11266203.00","--","1071508.00","20954362.00","488825.00","-49858.00","33731040.00","--","--","3472612.00","37203652.00","--","0.00","1776000.00","29.99"
"114/01/03","113","3","1313","聯成","20924049.00","35619384.00","56543433.00","10008449.00","17785143.00","27793592.00","13676726.00","--","1373925.00","2517128.00","11621003.00","-438941.00","28749841.00","--","--","--","28749841.00","--","306500.00","38665000.00","21.63"
"114/01/03","113","3","1314","中石化","71977864.00","73314327.00","145292191.00","35261320.00","30753857.00","66015177.00","37848502.00","--","1582006.00","40214641.00","-455822.00","--","79189327.00","--","--","87687.00","79277014.00","0.00","0.00","0.00","20.92"
"114/01/03","113","3","1315","達新","6873811.00","3808912.00","10682723.00","540222.00","252198.00","792420.00","990990.00","--","239999.00","7421934.00","1291479.00","-83230.00","9861172.00","--","--","29131.00","9890303.00","0.00","0.00","3572068.00","103.23"
"114/01/03","113","3","1316","上曜","12626994.00","3509724.00","16136718.00","7737003.00","257087.00","7994090.00","3006110.00","--","592548.00","-195341.00","-151.00","-46887.00","3356279.00","--","--","4786349.00","8142628.00","0.00","0.00","19983058.00","11.96"
"114/01/03","113","3","1319","東陽","11314374.00","23489739.00","34804113.00","6263949.00","1804679.00","8068628.00","5914771.00","--","4151122.00","15946597.00","194216.00","--","26206706.00","--","--","528779.00","26735485.00","--","0.00","0.00","44.31"
"114/01/03","113","3","1321","大洋","2372696.00","9605066.00","11977762.00","1236706.00","4567035.00","5803741.00","2272283.00","--","21532.00","3679254.00","237141.00","-36189.00","6174021.00","--","--","--","6174021.00","0.00","0.00","6542716.00","27.98"
"114/01/03","113","3","1323","永裕","2262140.00","2618420.00","4880560.00","702496.00","1556329.00","2258825.00","912745.00","--","69939.00","1682969.00","-43918.00","0.00","2621735.00","--","--","0.00","2621735.00","0.00","0.00","0.00","28.72"
"114/01/03","113","3","1324","地球","750225.00","413160.00","1163385.00","185620.00","13048.00","198668.00","751219.00","--","867.00","228256.00","-15625.00","0.00","964717.00","--","--","0.00","964717.00","0.00","0.00","0.00","12.84"
"114/01/03","113","3","1325","恆大","1707958.00","1189905.00","2897863.00","38661.00","55758.00","94419.00","852812.00","--","3571.00","1841105.00","12746.00","--","2710234.00","--","--","93210.00","2803444.00","0.00","0.00","0.00","31.78"
"114/01/03","113","3","1326","台化","185943296.00","346161127.00","532104423.00","132154351.00","58488871.00","190643222.00","58611863.00","--","9307387.00","185252083.00","51156795.00","-323952.00","304004176.00","--","--","37457025.00","341461201.00","0.00","0.00","12169610.00","51.98"
"114/01/03","113","3","1337","再生-KY","1866023.00","4089807.00","5955830.00","1053391.00","590504.00","1643895.00","2689547.00","--","1984504.00","-104731.00","-257385.00","--","4311935.00","--","--","--","4311935.00","--","0.00","0.00","16.03"
"114/01/03","113","3","1338","廣華-KY","5438771.00","5187621.00","10626392.00","3076649.00","1075270.00","4151919.00","838400.00","--","2787090.00","3023149.00","-458978.00","-44173.00","6145488.00","--","--","328985.00","6474473.00","0.00","0.00","1341000.00","74.49"
"114/01/03","113","3","1339","昭輝","1384509.00","3705632.00","5090141.00","580086.00","376424.00","956510.00","741239.00","--","1193349.00","2184852.00","-77626.00","--","4041814.00","--","--","91817.00","4133631.00","0.00","0.00","0.00","54.53"
"114/01/03","113","3","1340","勝悅-KY","1049248.00","2779435.00","3828683.00","141587.00","198903.00","340490.00","1529229.00","--","2540814.00","-80922.00","-500928.00","--","3488193.00","0.00","--","0.00","3488193.00","--","0.00","0.00","22.81"
"114/01/03","113","3","1341","富林-KY","1587525.00","652768.00","2240293.00","856116.00","37389.00","893505.00","528506.00","--","308743.00","796829.00","-287290.00","--","1346788.00","--","--","--","1346788.00","--","0.00","0.00","25.48"
"114/01/03","113","3","1342","八貫","2100692.00","1289704.00","3390396.00","590191.00","515193.00","1105384.00","784802.00","--","645810.00","854400.00","0.00","--","--","--","--","--","2285012.00","--","0.00","0.00","29.12"
"114/01/03","113","3","1402","遠東新","144537658.00","527512587.00","672050245.00","128423767.00","229799334.00","358223101.00","53528751.00","--","13220129.00","154306912.00","9425632.00","-25063.00","230456361.00","--","--","83370783.00","313827144.00","--","0.00","779000.00","43.06"
"114/01/03","113","3","1410","南染","637603.00","701045.00","1338648.00","40709.00","177115.00","217824.00","630000.00","--","22358.00","428613.00","-2198.00","--","1078773.00","--","--","42051.00","1120824.00","0.00","0.00","0.00","17.12"
"114/01/03","113","3","1413","宏洲","632478.00","1815990.00","2448468.00","437538.00","940550.00","1378088.00","1321124.00","--","0.00","-242041.00","-8703.00","--","--","--","--","--","1070380.00","--","0.00","0.00","8.10"
"114/01/03","113","3","1414","東和","1087704.00","3317554.00","4405258.00","556180.00","680479.00","1236659.00","2200000.00","--","0.00","1072962.00","-104363.00","0.00","--","--","--","--","3168599.00","--","0.00","0.00","14.40"
"114/01/03","113","3","1416","廣豐","966964.00","4413819.00","5380783.00","443798.00","896580.00","1340378.00","1853422.00","--","50076.00","1459324.00","607789.00","--","3970611.00","--","--","69794.00","4040405.00","0.00","0.00","0.00","21.42"
"114/01/03","113","3","1417","嘉裕","1808690.00","1257879.00","3066569.00","380387.00","280230.00","660617.00","1899419.00","--","--","266589.00","239944.00","--","2405952.00","--","--","--","2405952.00","--","0.00","0.00","12.67"
"114/01/03","113","3","1418","東華","1246939.00","3722261.00","4969200.00","19873.00","3763073.00","3782946.00","568343.00","--","8008.00","-861295.00","1551527.00","-80333.00","1186250.00","--","--","4.00","1186254.00","0.00","0.00","2522865.00","21.84"
"114/01/03","113","3","1419","新紡","4404950.00","15864884.00","20269834.00","3482436.00","2007222.00","5489658.00","3000413.00","--","14849.00","4801924.00","6976164.00","-13174.00","14780176.00","--","--","--","14780176.00","--","0.00","803829.00","49.39"
"114/01/03","113","3","1423","利華","878020.00","2615767.00","3493787.00","20457.00","200682.00","221139.00","996480.00","--","106097.00","725048.00","1445023.00","--","--","--","--","--","3272648.00","--","0.00","0.00","32.84"
"114/01/03","113","3","1432","大魯閣","1374364.00","4226068.00","5600432.00","1666728.00","2815683.00","4482411.00","1080000.00","--","289328.00","-248556.00","-96150.00","0.00","1024622.00","--","--","93399.00","1118021.00","0.00","0.00","0.00","9.49"
"114/01/03","113","3","1434","福懋","15961218.00","44132303.00","60093521.00","5950357.00","10049546.00","15999903.00","16846646.00","--","943385.00","20235173.00","6087478.00","-19064.00","44093618.00","--","--","--","44093618.00","0.00","0.00","2193228.00","26.21"
"114/01/03","113","3","1435","中福","444901.00","1002881.00","1447782.00","7655.00","178440.00","186095.00","1397801.00","--","125137.00","-154900.00","-106351.00","--","--","--","--","--","1261687.00","--","0.00","0.00","9.03"
"114/01/03","113","3","1436","華友聯","16780985.00","2089762.00","18870747.00","7822747.00","5056057.00","12878804.00","1255702.00","--","751095.00","3783505.00","15756.00","--","5806058.00","--","--","185885.00","5991943.00","0.00","11129411.00","0.00","46.24"
"114/01/03","113","3","1437","勤益控","2357560.00","11038059.00","13395619.00","1043778.00","4247708.00","5291486.00","2033713.00","--","355794.00","5127062.00","586276.00","--","8102845.00","--","--","1288.00","8104133.00","0.00","0.00","0.00","39.84"
"114/01/03","113","3","1438","三地開發","6561168.00","4377962.00","10939130.00","4960521.00","4212555.00","9173076.00","912058.00","--","674317.00","179679.00","0.00","--","--","--","--","--","1766054.00","--","0.00","0.00","19.36"
"114/01/03","113","3","1439","雋揚","3283351.00","2302334.00","5585685.00","1985955.00","491792.00","2477747.00","920000.00","--","199822.00","1646874.00","-63649.00","--","2703047.00","--","--","404891.00","3107938.00","--","0.00","0.00","29.38"
"114/01/03","113","3","1440","南紡","14379361.00","34608126.00","48987487.00","11147925.00","8153525.00","19301450.00","16568159.00","--","72590.00","11940675.00","699736.00","--","29281160.00","--","--","404877.00","29686037.00","0.00","0.00","0.00","17.67"
"114/01/03","113","3","1441","大東","887885.00","1357162.00","2245047.00","1447702.00","183822.00","1631524.00","717444.00","--","34694.00","-126295.00","-20551.00","--","605292.00","--","--","8231.00","613523.00","--","0.00","0.00","8.44"
"114/01/03","113","3","1442","名軒","13612891.00","1264053.00","14876944.00","3811667.00","3004261.00","6815928.00","3662113.00","--","991852.00","3396571.00","10480.00","--","8061016.00","--","--","--","8061016.00","--","0.00","0.00","22.01"
"114/01/03","113","3","1443","立益物流","551884.00","7029970.00","7581854.00","3117433.00","2711796.00","5829229.00","1353430.00","--","701.00","-6380.00","805515.00","--","2153266.00","--","--","-400641.00","1752625.00","0.00","0.00","0.00","15.91"
"114/01/03","113","3","1444","力麗","5877333.00","14559241.00","20436574.00","6276915.00","1781424.00","8058339.00","9955950.00","--","115814.00","806552.00","100693.00","-28470.00","10950539.00","--","--","1427696.00","12378235.00","--","0.00","11204989.00","11.12"
"114/01/03","113","3","1445","大宇","1051679.00","1673785.00","2725464.00","276702.00","87951.00","364653.00","1306660.00","--","1538.00","867708.00","184905.00","--","2360811.00","--","--","--","2360811.00","--","0.00","0.00","18.07"
"114/01/03","113","3","1446","宏和","3113303.00","546782.00","3660085.00","969534.00","18315.00","987849.00","1377095.00","--","6584.00","1312553.00","-23996.00","0.00","2672236.00","--","--","0.00","2672236.00","0.00","0.00","0.00","19.40"
"114/01/03","113","3","1447","力鵬","8156722.00","9868478.00","18025200.00","5922683.00","2061714.00","7984397.00","9100712.00","--","215020.00","305134.00","-252516.00","-287142.00","9081208.00","--","--","959595.00","10040803.00","--","0.00","66529106.00","10.77"
"114/01/03","113","3","1449","佳和","2137785.00","4177360.00","6315145.00","2098918.00","2182939.00","4281857.00","1022709.00","--","153287.00","208768.00","581517.00","--","1966281.00","--","--","67007.00","2033288.00","--","0.00","0.00","19.23"
"114/01/03","113","3","1451","年興","5888646.00","2495492.00","8384138.00","903678.00","318692.00","1222370.00","2051500.00","--","493718.00","5133331.00","-516781.00","--","7161768.00","--","--","--","7161768.00","--","0.00","0.00","34.84"
"114/01/03","113","3","1452","宏益","2074248.00","862754.00","2937002.00","123751.00","46353.00","170104.00","1326414.00","--","155459.00","1047082.00","237943.00","--","2766898.00","--","--","--","2766898.00","--","0.00","0.00","20.86"
"114/01/03","113","3","1453","大將","2315898.00","194137.00","2510035.00","889487.00","160033.00","1049520.00","1099448.00","--","2762.00","344993.00","--","--","1447203.00","--","--","13312.00","1460515.00","--","0.00","0.00","13.16"
"114/01/03","113","3","1454","台富","1144215.00","841037.00","1985252.00","360044.00","31323.00","391367.00","1298338.00","--","68611.00","269159.00","34781.00","-77032.00","1593857.00","--","--","28.00","1593885.00","--","0.00","7714103.00","13.05"
"114/01/03","113","3","1455","集盛","4396733.00","6760995.00","11157728.00","3494376.00","1280815.00","4775191.00","5316884.00","--","346546.00","665801.00","53306.00","--","6382537.00","--","--","--","6382537.00","--","0.00","0.00","12.00"
"114/01/03","113","3","1456","怡華","9756008.00","2420250.00","12176258.00","7909518.00","2852967.00","10762485.00","937200.00","--","18377.00","458196.00","--","--","1413773.00","--","--","--","1413773.00","0.00","0.00","0.00","15.09"
"114/01/03","113","3","1457","宜進","3392143.00","15411828.00","18803971.00","2552067.00","7401640.00","9953707.00","3167300.00","--","484840.00","2141747.00","-39169.00","-349848.00","5404870.00","--","--","3445394.00","8850264.00","0.00","0.00","83211323.00","23.15"
"114/01/03","113","3","1459","聯發","1952685.00","3099819.00","5052504.00","1711202.00","287379.00","1998581.00","3586289.00","--","241987.00","75556.00","-321264.00","-528645.00","3053923.00","--","--","--","3053923.00","--","0.00","41144531.00","9.62"
"114/01/03","113","3","1460","宏遠","6272008.00","5810616.00","12082624.00","5603610.00","653950.00","6257560.00","6946434.00","--","115943.00","-942624.00","38141.00","-332836.00","5825058.00","--","--","6.00","5825064.00","--","0.00","20177533.00","8.64"
"114/01/03","113","3","1463","強盛新","1726995.00","1262894.00","2989889.00","530562.00","108866.00","639428.00","1732684.00","--","281912.00","321914.00","21374.00","-108791.00","2249093.00","--","--","101368.00","2350461.00","0.00","0.00","8874795.00","13.68"
"114/01/03","113","3","1464","得力","8652387.00","6931187.00","15583574.00","6734720.00","2963379.00","9698099.00","4076396.00","--","581654.00","932779.00","-256277.00","--","5334552.00","--","--","550923.00","5885475.00","--","0.00","0.00","13.09"
"114/01/03","113","3","1465","偉全","688695.00","1245100.00","1933795.00","212089.00","76319.00","288408.00","1036073.00","--","300311.00","323518.00","-14515.00","--","--","--","--","--","1645387.00","--","0.00","0.00","15.88"
"114/01/03","113","3","1466","聚隆","1500934.00","1971882.00","3472816.00","854564.00","1187284.00","2041848.00","1111573.00","--","431153.00","-106408.00","-5350.00","0.00","1430968.00","0.00","--","0.00","1430968.00","--","0.00","0.00","12.87"
"114/01/03","113","3","1467","南緯","4847217.00","4053891.00","8901108.00","3594489.00","2213047.00","5807536.00","2336247.00","0.00","254267.00","187302.00","190875.00","0.00","2968691.00","0.00","--","124881.00","3093572.00","--","0.00","0.00","12.71"
"114/01/03","113","3","1468","昶和","1674356.00","1216270.00","2890626.00","970413.00","500694.00","1471107.00","1604053.00","--","26753.00","-374489.00","82282.00","--","1338599.00","--","--","80920.00","1419519.00","--","0.00","0.00","8.35"
"114/01/03","113","3","1470","大統新創","649435.00","530134.00","1179569.00","167264.00","9332.00","176596.00","857670.00","--","7317.00","136647.00","1339.00","--","1002973.00","--","--","--","1002973.00","--","0.00","0.00","11.69"
"114/01/03","113","3","1471","首利","1411351.00","278116.00","1689467.00","100983.00","39625.00","140608.00","1504145.00","--","585480.00","-706312.00","89032.00","--","1472345.00","--","--","76514.00","1548859.00","0.00","0.00","0.00","9.79"
"114/01/03","113","3","1472","三洋實業","2716167.00","679449.00","3395616.00","1172090.00","273216.00","1445306.00","524881.00","--","763780.00","666324.00","-4675.00","--","1950310.00","--","--","--","1950310.00","--","0.00","0.00","37.16"
"114/01/03","113","3","1473","台南","3381254.00","2131064.00","5512318.00","1339430.00","192948.00","1532378.00","1461535.00","--","824531.00","1638216.00","55658.00","0.00","3979940.00","--","--","--","3979940.00","0.00","0.00","0.00","27.23"
"114/01/03","113","3","1474","弘裕","2153911.00","1654661.00","3808572.00","1382203.00","240323.00","1622526.00","1298970.00","--","50735.00","838404.00","-38121.00","--","2149988.00","--","--","36058.00","2186046.00","0.00","0.00","0.00","16.55"
"114/01/03","113","3","1475","業旺","1987833.00","199165.00","2186998.00","562642.00","149453.00","712095.00","660168.00","--","194851.00","619884.00","--","--","1474903.00","--","--","--","1474903.00","0.00","0.00","0.00","22.34"
"114/01/03","113","3","1476","儒鴻","19333585.00","14283882.00","33617467.00","6473592.00","85009.00","6558601.00","2743671.00","--","3769803.00","20347897.00","197495.00","--","27058866.00","--","--","--","27058866.00","--","0.00","0.00","98.62"
"114/01/03","113","3","1477","聚陽","16338265.00","6983387.00","23321652.00","9257623.00","488464.00","9746087.00","2466937.00","--","6166333.00","4696431.00","129979.00","--","13459680.00","--","--","115885.00","13575565.00","0.00","0.00","0.00","54.56"
"114/01/03","113","3","1503","士電","23415203.00","34986173.00","58401376.00","16613843.00","2718886.00","19332729.00","5209722.00","--","2695304.00","21558372.00","8760335.00","--","38223733.00","--","--","844914.00","39068647.00","--","0.00","0.00","73.37"
"114/01/03","113","3","1504","東元","53923451.00","72933866.00","126857317.00","28148422.00","13613224.00","41761646.00","21387966.00","--","9609734.00","33997196.00","14490599.00","-511710.00","78973785.00","--","--","6121886.00","85095671.00","0.00","0.00","29513022.00","37.44"
"114/01/03","113","3","1506","正道","1091664.00","2042930.00","3134594.00","233686.00","80842.00","314528.00","3003885.00","--","424736.00","-533751.00","-151273.00","--","2743597.00","--","--","76469.00","2820066.00","--","0.00","0.00","9.13"
"114/01/03","113","3","1512","瑞利","711965.00","1408248.00","2120213.00","468886.00","1315593.00","1784479.00","981835.00","--","--","-869706.00","223605.00","--","335734.00","--","--","--","335734.00","0.00","0.00","0.00","3.42"
"114/01/03","113","3","1513","中興電","22900006.00","26350964.00","49250970.00","17417048.00","13180799.00","30597847.00","5031125.00","--","3009917.00","6723169.00","3798669.00","-116880.00","18446000.00","--","--","207123.00","18653123.00","--","0.00","9038676.00","37.33"
"114/01/03","113","3","1514","亞力","7803265.00","2734843.00","10538108.00","4581500.00","355543.00","4937043.00","2675373.00","--","987671.00","1889037.00","-26388.00","-30866.00","5494827.00","--","--","106238.00","5601065.00","--","0.00","2194671.00","20.71"
"114/01/03","113","3","1515","力山","3706765.00","3839507.00","7546272.00","3449503.00","120085.00","3569588.00","1814735.00","--","586.00","2261046.00","-128269.00","--","3948098.00","--","--","28586.00","3976684.00","0.00","0.00","0.00","21.76"
"114/01/03","113","3","1516","川飛","422679.00","46366.00","469045.00","5195.00","0.00","5195.00","400083.00","--","20185.00","49604.00","-6022.00","--","--","--","--","--","463850.00","0.00","0.00","0.00","11.95"
"114/01/03","113","3","1517","利奇","3126574.00","1534155.00","4660729.00","676166.00","215650.00","891816.00","2256850.00","--","67084.00","1403189.00","-69789.00","-20676.00","3636658.00","--","--","132255.00","3768913.00","--","0.00","2385000.00","16.29"
"114/01/03","113","3","1519","華城","16652476.00","2942516.00","19594992.00","11246603.00","1048539.00","12295142.00","2871644.00","--","86953.00","4312021.00","-65443.00","--","7205175.00","--","--","94675.00","7299850.00","--","0.00","0.00","25.09"
"114/01/03","113","3","1521","大億","1882090.00","982610.00","2864700.00","887461.00","155938.00","1043399.00","762300.00","--","61278.00","997456.00","267.00","--","1821301.00","--","--","--","1821301.00","0.00","0.00","0.00","23.89"
"114/01/03","113","3","1522","堤維西","11230809.00","15103814.00","26334623.00","8410586.00","7386376.00","15796962.00","3428979.00","--","2582451.00","4363506.00","-155418.00","-5996.00","10213522.00","--","--","324139.00","10537661.00","0.00","0.00","939707.00","29.87"
"114/01/03","113","3","1524","耿鼎","1811686.00","3407007.00","5218693.00","1190409.00","1169035.00","2359444.00","1653104.00","--","1007.00","1177014.00","28124.00","0.00","--","0.00","0.00","--","2859249.00","0.00","0.00","0.00","17.30"
"114/01/03","113","3","1525","江申","2271559.00","3538029.00","5809588.00","582785.00","302258.00","885043.00","734001.00","--","1251.00","4432516.00","-243223.00","--","4924545.00","--","--","--","4924545.00","--","0.00","0.00","67.09"
"114/01/03","113","3","1526","日馳","1564801.00","938248.00","2503049.00","386126.00","733533.00","1119659.00","600000.00","--","95120.00","673501.00","14769.00","--","1383390.00","--","--","--","1383390.00","--","0.00","0.00","23.06"
"114/01/03","113","3","1527","鑽全","3897502.00","1649269.00","5546771.00","676233.00","32587.00","708820.00","1385706.00","--","26862.00","3431189.00","-5806.00","--","--","--","--","--","4837951.00","--","0.00","0.00","34.91"
"114/01/03","113","3","1528","恩德","3969284.00","1656476.00","5625760.00","2778749.00","500464.00","3279213.00","1913310.00","--","235790.00","224084.00","-90106.00","0.00","2283078.00","--","--","63469.00","2346547.00","--","0.00","0.00","11.93"
"114/01/03","113","3","1529","樂事綠能","1032079.00","2409547.00","3441626.00","591949.00","1049303.00","1641252.00","1550951.00","--","87226.00","93150.00","1044.00","0.00","1732371.00","0.00","--","68003.00","1800374.00","--","0.00","0.00","11.17"
